from,starting label,QID,label,depth,target
Q72588,content delivery network,Q55070019,video game feature,2,0
Q72588,content delivery network,Q6407552,killer feature,2,0
Q72588,content delivery network,Q842193,sandbox,2,0
Q72588,content delivery network,Q1344046,first-class functions,2,0
Q72588,content delivery network,Q110509814,neural network layer,2,0
Q72588,content delivery network,Q48835386,Feed,2,0
Q72588,content delivery network,Q4434361,contact list,2,0
Q72588,content delivery network,Q5057302,sound recording process,2,0
Q72588,content delivery network,Q440972,compatibility mode,2,0
Q72588,content delivery network,Q24839054,sticker,2,0
Q77590,civil engineering,Q627436,field of work,1,1
Q77590,civil engineering,Q853745,engineering education,2,1
Q77590,civil engineering,Q4671286,academic major,2,1
Q77590,civil engineering,Q1881523,STEM fields,3,1
Q30232,agile software development,Q66747126,computer science term,1,1
Q30232,agile software development,Q210813,direct memory access,2,0
Q152763,lithium compounds,Q56256173,class of chemical compounds with similar applications or functions,1,1
Q152763,lithium compounds,Q1340366,Enders reagents,2,0
Q152763,lithium compounds,Q66366032,tachykinins,2,0
Q152763,lithium compounds,Q216830,reducing agent,2,1
Q1268005,Post Office Protocol,Q15836568,computer network protocol,1,1
Q1268005,Post Office Protocol,Q8777,Hypertext Transfer Protocol,2,1
Q1268005,Post Office Protocol,Q5013874,CRFS (Coherent Remote File System),2,1
Q1268005,Post Office Protocol,Q4112081,network virtualization,2,0
Q1268005,Post Office Protocol,Q24091098,database access protocol,2,0
Q1268005,Post Office Protocol,Q126998,logical link control,2,0
Q422057,Institut national de recherche et de sécurité,Q31855,research institute,1,1
Q422057,Institut national de recherche et de sécurité,Q3726309,state research institution,2,1
Q422057,Institut national de recherche et de sécurité,Q90614242,Wolfram Physics Project,2,0
Q422057,Institut national de recherche et de sécurité,Q57910923,digital humanities center,2,0
Q422057,Institut national de recherche et de sécurité,Q99052531,agricultural research institute,2,0
Q422057,Institut national de recherche et de sécurité,Q109640306,service and research unit,2,1
Q422057,Institut national de recherche et de sécurité,Q1141791,Crown Research Institute,2,0
Q422057,Institut national de recherche et de sécurité,Q7315155,research center,2,1
Q422057,Institut national de recherche et de sécurité,Q20820271,graduate school,2,0
Q869370,brute-force attack,Q19845316,cryptographic attack type,1,1
Q869370,brute-force attack,Q1724915,use,1,0
Q5300,central processing unit,Q3966,computer hardware,1,1
Q5300,central processing unit,Q66221,computer data storage,2,1
Q5300,central processing unit,Q27186369,CPU cooler,2,1
Q5300,central processing unit,Q1088863,reservation station,2,1
Q5300,central processing unit,Q178648,peripheral,2,1
Q5300,central processing unit,Q19872164,Amazon Dash,2,0
Q5300,central processing unit,Q216158,expansion card,2,1
Q5300,central processing unit,Q4439,hard disk drive,2,1
Q5300,central processing unit,Q352090,CPU cache,3,1
Q5300,central processing unit,Q4308,graphics card,3,1
Q5300,central processing unit,Q668332,Matrox Mystique,4,1
Q184748,codec,Q4485156,software feature,1,1
Q184748,codec,Q17155032,software category,1,1
Q184748,codec,Q907342,compatibility layer,2,0
Q184748,codec,Q1074158,educational software,2,0
Q184748,codec,Q487365,gateway,2,0
Q184748,codec,Q1727373,lint,2,0
Q184748,codec,Q21674818,MediaWiki hook,2,0
Q184748,codec,Q459708,features of Firefox,2,0
Q184748,codec,Q2392270,anti–email spam techniques,2,0
Q184748,codec,Q108315589,RevisionRecord.php,2,0
Q184748,codec,Q6407552,killer feature,2,0
Q184748,codec,Q1344046,first-class functions,2,0
Q184748,codec,Q87067351,result view,2,0
Q184748,codec,Q5057302,sound recording process,2,0
Q184748,codec,Q440972,compatibility mode,2,0
Q184748,codec,Q15079042,spaced repetition software,2,0
Q184748,codec,Q1203383,hooking,2,0
Q184748,codec,Q24839054,sticker,2,0
Q184748,codec,Q25021307,Linux namespaces,2,0
Q184748,codec,Q21481290,MediaWiki configuration setting,2,0
Q184748,codec,Q1756442,LR parser,2,0
Q184748,codec,Q1064733,Start menu,2,0
Q184748,codec,Q18042942,Beta Features,2,0
Q184748,codec,Q4346042,Do What I Mean,2,0
Q184748,codec,Q643876,Virtual printer,2,0
Q184748,codec,Q60755507,crypto-agility,2,0
Q184748,codec,Q554950,recommender system,2,0
Q184748,codec,Q1324197,preview,2,0
Q184748,codec,Q16240817,autotype,2,0
Q184748,codec,Q62027817,Manual:System administration,2,0
Q184748,codec,Q5439692,Features of Skype,2,0
Q184748,codec,Q28168011,X server,2,0
Q184748,codec,Q55070019,video game feature,2,0
Q184748,codec,Q842193,sandbox,2,0
Q184748,codec,Q110509814,neural network layer,2,0
Q184748,codec,Q48835386,Feed,2,0
Q184748,codec,Q570871,email client,2,0
Q184748,codec,Q4434361,contact list,2,0
Q184748,codec,Q28057030,ERP software,2,0
Q184748,codec,Q3077240,forge,2,0
Q836575,quality assurance,Q1914636,activity,1,1
Q836575,quality assurance,Q11540953,search,2,0
Q836575,quality assurance,Q43393537,dancing,2,0
Q836575,quality assurance,Q628455,rite,2,0
Q836575,quality assurance,Q10706874,coercive measures,2,0
Q836575,quality assurance,Q2607241,mise en scène,2,0
Q836575,quality assurance,Q1168263,function,2,1
Q836575,quality assurance,Q66551645,fertilizing with burned lime,2,0
Q836575,quality assurance,Q104537917,computer benchmarking,2,1
Q836575,quality assurance,Q6765918,wrongdoing,2,0
Q836575,quality assurance,Q7371358,rout,2,0
Q836575,quality assurance,Q1351959,insect farming,2,0
Q836575,quality assurance,Q9332,behavior,2,0
Q836575,quality assurance,Q2050700,paper folding,2,0
Q836575,quality assurance,Q2142602,rehabilitation,2,0
Q836575,quality assurance,Q2997557,fire safety,2,0
Q836575,quality assurance,Q65496063,betting,2,0
Q836575,quality assurance,Q5377030,energy conservation measure,2,0
Q836575,quality assurance,Q5249498,declassification,2,0
Q836575,quality assurance,Q11640,outreach,2,0
Q836575,quality assurance,Q27939,singing,2,0
Q836575,quality assurance,Q124490,violence,2,0
Q836575,quality assurance,Q1043452,maintenance,2,1
Q836575,quality assurance,Q6815577,memorialization,2,0
Q836575,quality assurance,Q14204746,travelling with children,2,0
Q836575,quality assurance,Q265939,patronage,2,0
Q836575,quality assurance,Q65668588,edit,2,0
Q836575,quality assurance,Q11977025,indexing (information technology),2,0
Q836575,quality assurance,Q2912143,scapegoating,2,0
Q836575,quality assurance,Q13438506,fertilizing,2,0
Q836575,quality assurance,Q105426514,heather burning,2,0
Q836575,quality assurance,Q18089080,citing,2,0
Q836575,quality assurance,Q7708485,textile process,2,0
Q836575,quality assurance,Q2984259,summer camp,2,0
Q836575,quality assurance,Q34577,poaching,2,0
Q836575,quality assurance,Q494330,after-school activity,2,0
Q836575,quality assurance,Q17113173,cannibalization,2,0
Q836575,quality assurance,Q80006,computer programming,2,1
Q836575,quality assurance,Q2956685,disruption,2,0
Q836575,quality assurance,Q206021,flight,2,0
Q836575,quality assurance,Q60469219,ecological recovery,2,0
Q836575,quality assurance,Q208165,collecting,2,0
Q836575,quality assurance,Q2692551,dewatering,2,0
Q836575,quality assurance,Q65898021,casting lots,2,0
Q80998,firewall,Q66747126,computer science term,1,1
Q80998,firewall,Q17155032,software category,1,1
Q80998,firewall,Q907342,compatibility layer,2,0
Q80998,firewall,Q28168011,X server,2,0
Q80998,firewall,Q1074158,educational software,2,0
Q80998,firewall,Q1727373,lint,2,0
Q80998,firewall,Q1756442,LR parser,2,0
Q80998,firewall,Q643876,Virtual printer,2,0
Q80998,firewall,Q210813,direct memory access,2,0
Q80998,firewall,Q570871,email client,2,0
Q80998,firewall,Q28057030,ERP software,2,0
Q80998,firewall,Q3077240,forge,2,0
Q80998,firewall,Q15079042,spaced repetition software,2,0
Q2254396,Viaccess,Q4830453,business,1,1
Q2254396,Viaccess,Q30688741,virtual restaurant,2,0
Q2254396,Viaccess,Q110610855,subscription agency,2,0
Q2254396,Viaccess,Q90284816,organ building company,2,0
Q2254396,Viaccess,Q1389311,integrated device manufacturer,2,0
Q2254396,Viaccess,Q2590801,commercial cleaning,2,0
Q2254396,Viaccess,Q56315965,Nano cap,2,0
Q2254396,Viaccess,Q47505416,konditorei,2,0
Q2254396,Viaccess,Q650241,financial institution,2,0
Q2254396,Viaccess,Q1734300,coachbuilder,2,0
Q2254396,Viaccess,Q101049500,Biscuiterie,2,0
Q2254396,Viaccess,Q1719063,betting shop,2,0
Q2254396,Viaccess,Q377688,type foundry,2,0
Q2254396,Viaccess,Q59545,labour hire,2,0
Q2254396,Viaccess,Q50825050,Concession company,2,0
Q2254396,Viaccess,Q3515239,tannery,2,0
Q2254396,Viaccess,Q2865305,trading company,2,0
Q2254396,Viaccess,Q97579135,piano manufacturing company,2,0
Q2254396,Viaccess,Q90316218,motor manufacturer,2,0
Q2254396,Viaccess,Q6918309,motorhome hire agency,2,0
Q2254396,Viaccess,Q102167691,Communist Chinese Military Companies,2,0
Q2254396,Viaccess,Q1132207,business incubator,2,0
Q2254396,Viaccess,Q16968466,regional health authority,2,0
Q2254396,Viaccess,Q2005696,commercial vehicle manufacturer,2,0
Q2254396,Viaccess,Q5603499,green company,2,0
Q2254396,Viaccess,Q5465569,Foodservice distributor,2,0
Q2254396,Viaccess,Q12144057,Private Joint Stock Company,2,0
Q2254396,Viaccess,Q23017800,large-cap,2,0
Q2254396,Viaccess,Q25112142,dental service organization,2,0
Q2254396,Viaccess,Q811404,Bauhof,2,0
Q2254396,Viaccess,Q190928,shipyard,2,0
Q2254396,Viaccess,Q1589077,youth hostel,2,0
Q2254396,Viaccess,Q2566474,sutler,2,0
Q2254396,Viaccess,Q15910273,rural business,2,0
Q2254396,Viaccess,Q291240,car rental company,2,0
Q2254396,Viaccess,Q5157555,Computer liquidator,2,0
Q2254396,Viaccess,Q1318768,snack bar,2,0
Q2254396,Viaccess,Q1443933,design studio,2,0
Q2254396,Viaccess,Q10611118,bike rental,2,0
Q2254396,Viaccess,Q3062512,haircutting establishment,2,0
Q2254396,Viaccess,Q3307920,console manufacturer,2,0
Q2254396,Viaccess,Q7830259,Township and Village Enterprises,2,0
Q2254396,Viaccess,Q4484758,Financial Industrial Group,2,0
Q2254396,Viaccess,Q1762621,vendor,2,0
Q2254396,Viaccess,Q98818526,art gallery,2,0
Q2254396,Viaccess,Q7257732,public electricity supplier,2,0
Q2254396,Viaccess,Q62849941,local business,2,0
Q2254396,Viaccess,Q3390477,online marketplace,2,0
Q2254396,Viaccess,Q6046818,interkommunalt selskap,2,0
Q2254396,Viaccess,Q220142,pet store,2,0
Q2254396,Viaccess,Q161726,multinational corporation,2,0
Q2254396,Viaccess,Q11607995,editing company,2,0
Q2254396,Viaccess,Q5384579,Equipment rental,2,0
Q2254396,Viaccess,Q47535966,self-managed enterprise,2,0
Q2254396,Viaccess,Q1295201,grocery store,2,0
Q2254396,Viaccess,Q105547053,UK cable company,2,0
Q2254396,Viaccess,Q55221379,multi-billion dollar company,2,0
Q2254396,Viaccess,Q110484183,cigarette company,2,0
Q2254396,Viaccess,Q1058914,software company,2,0
Q2254396,Viaccess,Q1416636,non-banking financial company,2,0
Q2254396,Viaccess,Q98108972,Silk weaver factory,2,0
Q2254396,Viaccess,Q835400,combine,2,0
Q2254396,Viaccess,Q75971206,private tax collector,2,0
Q1186952,interactive media,Q11028,information,1,1
Q1186952,interactive media,Q11862829,academic discipline,1,1
Q1186952,interactive media,Q59157115,confidential information,2,0
Q171045,Open Virtualization Format,Q20155966,XML-based format,1,1
Q171045,Open Virtualization Format,Q5227330,data pack,1,1
Q171045,Open Virtualization Format,Q29167422,iOS app,2,0
Q171045,Open Virtualization Format,Q576465,GPS eXchange Format,2,0
Q4071928,cyberattack,Q1137004,cyberterrorism,1,1
Q4071928,cyberattack,Q849340,cyberwarfare,1,1
Q4071928,cyberattack,Q5197870,cyberwarfare by Russia,2,1
Q5324052,ERMES,Q62388664,paging service,1,1
Q5324052,ERMES,Q132364,communication protocol,1,1
Q5324052,ERMES,Q1025017,Cache coherence,2,0
Q5324052,ERMES,Q974922,Web Map Service,2,0
Q5324052,ERMES,Q3408087,bit-oriented protocol,2,0
Q5324052,ERMES,Q2296308,Web Feature Service,2,0
Q5324052,ERMES,Q264364,Common Gateway Interface,2,0
Q5324052,ERMES,Q622993,X.25,2,0
Q5324052,ERMES,Q165194,application programming interface,2,0
Q5324052,ERMES,Q39531,Bluetooth,2,0
Q5324052,ERMES,Q230872,stateful protocol,2,0
Q163393,Post Office Protocol 3,Q132364,communication protocol,1,1
Q163393,Post Office Protocol 3,Q16935517,text-based protocol,1,1
Q163393,Post Office Protocol 3,Q1025017,Cache coherence,2,0
Q163393,Post Office Protocol 3,Q974922,Web Map Service,2,0
Q163393,Post Office Protocol 3,Q6045205,Interaction protocol,2,0
Q163393,Post Office Protocol 3,Q18761595,internet of things protocol,2,0
Q163393,Post Office Protocol 3,Q165194,application programming interface,2,0
Q163393,Post Office Protocol 3,Q5004612,byte-oriented protocol,2,0
Q163393,Post Office Protocol 3,Q2525317,connectionless protocol,2,0
Q1568118,personal information manager,Q17155032,software category,1,1
Q1568118,personal information manager,Q907342,compatibility layer,2,0
Q1568118,personal information manager,Q28168011,X server,2,0
Q1568118,personal information manager,Q1074158,educational software,2,0
Q1568118,personal information manager,Q487365,gateway,2,0
Q1568118,personal information manager,Q1727373,lint,2,0
Q1568118,personal information manager,Q1756442,LR parser,2,0
Q1568118,personal information manager,Q643876,Virtual printer,2,0
Q1568118,personal information manager,Q570871,email client,2,0
Q1568118,personal information manager,Q28057030,ERP software,2,0
Q1568118,personal information manager,Q3077240,forge,2,0
Q1568118,personal information manager,Q15079042,spaced repetition software,2,0
Q5324680,EXFO,Q4830453,business,1,1
Q5324680,EXFO,Q891723,public company,1,1
Q5324680,EXFO,Q30688741,virtual restaurant,2,0
Q5324680,EXFO,Q8073775,zombie company,2,0
Q5324680,EXFO,Q1133938,trust,2,0
Q5324680,EXFO,Q1132207,business incubator,2,0
Q5324680,EXFO,Q16968466,regional health authority,2,0
Q5324680,EXFO,Q2566474,sutler,2,0
Q5324680,EXFO,Q56315965,Nano cap,2,0
Q5324680,EXFO,Q6819536,merit shop,2,0
Q5324680,EXFO,Q220142,pet store,2,0
Q5324680,EXFO,Q161726,multinational corporation,2,1
Q5324680,EXFO,Q23017800,large-cap,2,0
Q5324680,EXFO,Q105547053,UK cable company,2,0
Q5324680,EXFO,Q7830259,Township and Village Enterprises,2,0
Q5324680,EXFO,Q2865305,trading company,2,0
Q2072356,Amazon Elastic Compute Cloud,Q1346018,infrastructure as a service,1,1
Q2072356,Amazon Elastic Compute Cloud,Q35127,website,1,1
Q2072356,Amazon Elastic Compute Cloud,Q483639,cloud computing,1,1
Q2072356,Amazon Elastic Compute Cloud,Q3958022,serverless computing,2,0
Q2072356,Amazon Elastic Compute Cloud,Q914359,cloud storage,2,1
Q2072356,Amazon Elastic Compute Cloud,Q5635755,HP ePrint,2,0
Q2072356,Amazon Elastic Compute Cloud,Q6746653,Managed private cloud,2,1
Q2072356,Amazon Elastic Compute Cloud,Q1153767,platform as a service,2,0
Q2072356,Amazon Elastic Compute Cloud,Q13403358,private cloud,2,1
Q2072356,Amazon Elastic Compute Cloud,Q25325314,Elastic cloud storage,3,1
Q228502,access control,Q1799072,method,1,1
Q228502,access control,Q151885,concept,1,1
Q228502,access control,Q5157582,computer security model,1,1
